Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
1994-02-01,1994,2,Million Pounds,1249.0,Pork,Federally Inspected,Red Meat
1994-01-01,1994,1,Million Pounds,1346.0,Pork,Federally Inspected,Red Meat
1993-12-01,1993,12,Million Pounds,1520.0,Pork,Federally Inspected,Red Meat
1993-11-01,1993,11,Million Pounds,1478.0,Pork,Federally Inspected,Red Meat
1993-10-01,1993,10,Million Pounds,1443.0,Pork,Federally Inspected,Red Meat
1993-09-01,1993,9,Million Pounds,1410.0,Pork,Federally Inspected,Red Meat
1993-08-01,1993,8,Million Pounds,1360.0,Pork,Federally Inspected,Red Meat
1993-07-01,1993,7,Million Pounds,1284.0,Pork,Federally Inspected,Red Meat
1993-06-01,1993,6,Million Pounds,1350.0,Pork,Federally Inspected,Red Meat
1993-05-01,1993,5,Million Pounds,1283.0,Pork,Federally Inspected,Red Meat
1993-04-01,1993,4,Million Pounds,1438.0,Pork,Federally Inspected,Red Meat
1993-03-01,1993,3,Million Pounds,1451.0,Pork,Federally Inspected,Red Meat
1993-02-01,1993,2,Million Pounds,1262.0,Pork,Federally Inspected,Red Meat
1993-01-01,1993,1,Million Pounds,1405.0,Pork,Federally Inspected,Red Meat
1992-12-01,1992,12,Million Pounds,1489.0,Pork,Federally Inspected,Red Meat
1992-11-01,1992,11,Million Pounds,1423.0,Pork,Federally Inspected,Red Meat
1992-10-01,1992,10,Million Pounds,1557.0,Pork,Federally Inspected,Red Meat
1992-09-01,1992,9,Million Pounds,1478.0,Pork,Federally Inspected,Red Meat
1992-08-01,1992,8,Million Pounds,1348.0,Pork,Federally Inspected,Red Meat
1992-07-01,1992,7,Million Pounds,1346.0,Pork,Federally Inspected,Red Meat
1992-06-01,1992,6,Million Pounds,1303.0,Pork,Federally Inspected,Red Meat
1992-05-01,1992,5,Million Pounds,1261.0,Pork,Federally Inspected,Red Meat
1992-04-01,1992,4,Million Pounds,1385.0,Pork,Federally Inspected,Red Meat
1992-03-01,1992,3,Million Pounds,1436.0,Pork,Federally Inspected,Red Meat
1992-02-01,1992,2,Million Pounds,1300.0,Pork,Federally Inspected,Red Meat
1992-01-01,1992,1,Million Pounds,1491.0,Pork,Federally Inspected,Red Meat
1991-12-01,1991,12,Million Pounds,1409.0,Pork,Federally Inspected,Red Meat
1991-11-01,1991,11,Million Pounds,1424.0,Pork,Federally Inspected,Red Meat
1991-10-01,1991,10,Million Pounds,1502.0,Pork,Federally Inspected,Red Meat
1991-09-01,1991,9,Million Pounds,1286.0,Pork,Federally Inspected,Red Meat
1991-08-01,1991,8,Million Pounds,1270.0,Pork,Federally Inspected,Red Meat
1991-07-01,1991,7,Million Pounds,1179.0,Pork,Federally Inspected,Red Meat
1991-06-01,1991,6,Million Pounds,1114.0,Pork,Federally Inspected,Red Meat
1991-05-01,1991,5,Million Pounds,1262.0,Pork,Federally Inspected,Red Meat
1991-04-01,1991,4,Million Pounds,1332.0,Pork,Federally Inspected,Red Meat
1991-03-01,1991,3,Million Pounds,1272.0,Pork,Federally Inspected,Red Meat
1991-02-01,1991,2,Million Pounds,1176.0,Pork,Federally Inspected,Red Meat
1991-01-01,1991,1,Million Pounds,1363.0,Pork,Federally Inspected,Red Meat
1990-12-01,1990,12,Million Pounds,1306.0,Pork,Federally Inspected,Red Meat
1990-11-01,1990,11,Million Pounds,1340.0,Pork,Federally Inspected,Red Meat
1990-10-01,1990,10,Million Pounds,1357.0,Pork,Federally Inspected,Red Meat
1990-09-01,1990,9,Million Pounds,1199.0,Pork,Federally Inspected,Red Meat
1990-08-01,1990,8,Million Pounds,1278.0,Pork,Federally Inspected,Red Meat
1990-07-01,1990,7,Million Pounds,1076.0,Pork,Federally Inspected,Red Meat
1990-06-01,1990,6,Million Pounds,1116.0,Pork,Federally Inspected,Red Meat
1990-05-01,1990,5,Million Pounds,1229.0,Pork,Federally Inspected,Red Meat
1990-04-01,1990,4,Million Pounds,1220.0,Pork,Federally Inspected,Red Meat
1990-03-01,1990,3,Million Pounds,1300.0,Pork,Federally Inspected,Red Meat
1990-02-01,1990,2,Million Pounds,1184.0,Pork,Federally Inspected,Red Meat
1990-01-01,1990,1,Million Pounds,1330.0,Pork,Federally Inspected,Red Meat
1989-12-01,1989,12,Million Pounds,1252.0,Pork,Federally Inspected,Red Meat
1989-11-01,1989,11,Million Pounds,1410.0,Pork,Federally Inspected,Red Meat
1989-10-01,1989,10,Million Pounds,1387.0,Pork,Federally Inspected,Red Meat
1989-09-01,1989,9,Million Pounds,1318.0,Pork,Federally Inspected,Red Meat
1989-08-01,1989,8,Million Pounds,1302.0,Pork,Federally Inspected,Red Meat
1989-07-01,1989,7,Million Pounds,1081.0,Pork,Federally Inspected,Red Meat
1989-06-01,1989,6,Million Pounds,1235.0,Pork,Federally Inspected,Red Meat
1989-05-01,1989,5,Million Pounds,1308.0,Pork,Federally Inspected,Red Meat
1989-04-01,1989,4,Million Pounds,1292.0,Pork,Federally Inspected,Red Meat
1989-03-01,1989,3,Million Pounds,1342.0,Pork,Federally Inspected,Red Meat
1989-02-01,1989,2,Million Pounds,1175.0,Pork,Federally Inspected,Red Meat
1989-01-01,1989,1,Million Pounds,1274.0,Pork,Federally Inspected,Red Meat
1988-12-01,1988,12,Million Pounds,1385.0,Pork,Federally Inspected,Red Meat
1988-11-01,1988,11,Million Pounds,1425.0,Pork,Federally Inspected,Red Meat
1988-10-01,1988,10,Million Pounds,1409.0,Pork,Federally Inspected,Red Meat
1988-09-01,1988,9,Million Pounds,1330.0,Pork,Federally Inspected,Red Meat
1988-08-01,1988,8,Million Pounds,1251.0,Pork,Federally Inspected,Red Meat
1988-07-01,1988,7,Million Pounds,1105.0,Pork,Federally Inspected,Red Meat
1988-06-01,1988,6,Million Pounds,1203.0,Pork,Federally Inspected,Red Meat
1988-05-01,1988,5,Million Pounds,1203.0,Pork,Federally Inspected,Red Meat
1988-04-01,1988,4,Million Pounds,1236.0,Pork,Federally Inspected,Red Meat
1988-03-01,1988,3,Million Pounds,1332.0,Pork,Federally Inspected,Red Meat
1988-02-01,1988,2,Million Pounds,1156.0,Pork,Federally Inspected,Red Meat
1988-01-01,1988,1,Million Pounds,1214.0,Pork,Federally Inspected,Red Meat
1987-12-01,1987,12,Million Pounds,1352.0,Pork,Federally Inspected,Red Meat
1987-11-01,1987,11,Million Pounds,1278.0,Pork,Federally Inspected,Red Meat
1987-10-01,1987,10,Million Pounds,1329.0,Pork,Federally Inspected,Red Meat
1987-09-01,1987,9,Million Pounds,1199.0,Pork,Federally Inspected,Red Meat
1987-08-01,1987,8,Million Pounds,1048.0,Pork,Federally Inspected,Red Meat
1987-07-01,1987,7,Million Pounds,1055.0,Pork,Federally Inspected,Red Meat
1987-06-01,1987,6,Million Pounds,1058.0,Pork,Federally Inspected,Red Meat
1987-05-01,1987,5,Million Pounds,1044.0,Pork,Federally Inspected,Red Meat
1987-04-01,1987,4,Million Pounds,1141.0,Pork,Federally Inspected,Red Meat
1987-03-01,1987,3,Million Pounds,1196.0,Pork,Federally Inspected,Red Meat
1987-02-01,1987,2,Million Pounds,1042.0,Pork,Federally Inspected,Red Meat
1987-01-01,1987,1,Million Pounds,1211.0,Pork,Federally Inspected,Red Meat
1986-12-01,1986,12,Million Pounds,1181.0,Pork,Federally Inspected,Red Meat
1986-11-01,1986,11,Million Pounds,1086.0,Pork,Federally Inspected,Red Meat
1986-10-01,1986,10,Million Pounds,1254.0,Pork,Federally Inspected,Red Meat
1986-09-01,1986,9,Million Pounds,1107.0,Pork,Federally Inspected,Red Meat
1986-08-01,1986,8,Million Pounds,1009.0,Pork,Federally Inspected,Red Meat
1986-07-01,1986,7,Million Pounds,1034.0,Pork,Federally Inspected,Red Meat
1986-06-01,1986,6,Million Pounds,1035.0,Pork,Federally Inspected,Red Meat
1986-05-01,1986,5,Million Pounds,1180.0,Pork,Federally Inspected,Red Meat
1986-04-01,1986,4,Million Pounds,1261.0,Pork,Federally Inspected,Red Meat
1986-03-01,1986,3,Million Pounds,1166.0,Pork,Federally Inspected,Red Meat
1986-02-01,1986,2,Million Pounds,1076.0,Pork,Federally Inspected,Red Meat
1986-01-01,1986,1,Million Pounds,1230.0,Pork,Federally Inspected,Red Meat
1985-12-01,1985,12,Million Pounds,1171.0,Pork,Federally Inspected,Red Meat
1985-11-01,1985,11,Million Pounds,1206.0,Pork,Federally Inspected,Red Meat
1985-10-01,1985,10,Million Pounds,1321.0,Pork,Federally Inspected,Red Meat
1985-09-01,1985,9,Million Pounds,1163.0,Pork,Federally Inspected,Red Meat
1985-08-01,1985,8,Million Pounds,1177.0,Pork,Federally Inspected,Red Meat
1985-07-01,1985,7,Million Pounds,1114.0,Pork,Federally Inspected,Red Meat
1985-06-01,1985,6,Million Pounds,1095.0,Pork,Federally Inspected,Red Meat
1985-05-01,1985,5,Million Pounds,1295.0,Pork,Federally Inspected,Red Meat
1985-04-01,1985,4,Million Pounds,1254.0,Pork,Federally Inspected,Red Meat
1985-03-01,1985,3,Million Pounds,1198.0,Pork,Federally Inspected,Red Meat
1985-02-01,1985,2,Million Pounds,1074.0,Pork,Federally Inspected,Red Meat
1985-01-01,1985,1,Million Pounds,1243.0,Pork,Federally Inspected,Red Meat
1984-12-01,1984,12,Million Pounds,1177.0,Pork,Federally Inspected,Red Meat
1984-11-01,1984,11,Million Pounds,1286.0,Pork,Federally Inspected,Red Meat
1984-10-01,1984,10,Million Pounds,1372.0,Pork,Federally Inspected,Red Meat
1984-09-01,1984,9,Million Pounds,1106.0,Pork,Federally Inspected,Red Meat
1984-08-01,1984,8,Million Pounds,1140.0,Pork,Federally Inspected,Red Meat
1984-07-01,1984,7,Million Pounds,1009.0,Pork,Federally Inspected,Red Meat
1984-06-01,1984,6,Million Pounds,1123.0,Pork,Federally Inspected,Red Meat
1984-05-01,1984,5,Million Pounds,1246.0,Pork,Federally Inspected,Red Meat
1984-04-01,1984,4,Million Pounds,1200.0,Pork,Federally Inspected,Red Meat
1984-03-01,1984,3,Million Pounds,1301.0,Pork,Federally Inspected,Red Meat
1984-02-01,1984,2,Million Pounds,1129.0,Pork,Federally Inspected,Red Meat
1984-01-01,1984,1,Million Pounds,1194.0,Pork,Federally Inspected,Red Meat
1983-12-01,1983,12,Million Pounds,1301.0,Pork,Federally Inspected,Red Meat
1983-11-01,1983,11,Million Pounds,1421.0,Pork,Federally Inspected,Red Meat
1983-10-01,1983,10,Million Pounds,1347.0,Pork,Federally Inspected,Red Meat
1983-09-01,1983,9,Million Pounds,1236.0,Pork,Federally Inspected,Red Meat
1983-08-01,1983,8,Million Pounds,1213.0,Pork,Federally Inspected,Red Meat
1983-07-01,1983,7,Million Pounds,1103.0,Pork,Federally Inspected,Red Meat
1983-06-01,1983,6,Million Pounds,1230.0,Pork,Federally Inspected,Red Meat
1983-05-01,1983,5,Million Pounds,1208.0,Pork,Federally Inspected,Red Meat
1983-04-01,1983,4,Million Pounds,1227.0,Pork,Federally Inspected,Red Meat
1983-03-01,1983,3,Million Pounds,1265.0,Pork,Federally Inspected,Red Meat
1983-02-01,1983,2,Million Pounds,988.0,Pork,Federally Inspected,Red Meat
1983-01-01,1983,1,Million Pounds,1119.0,Pork,Federally Inspected,Red Meat
1982-12-01,1982,12,Million Pounds,3515.0,Pork,Federally Inspected,Red Meat
1982-11-01,1982,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-10-01,1982,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-09-01,1982,9,Million Pounds,3139.0,Pork,Federally Inspected,Red Meat
1982-08-01,1982,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-07-01,1982,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-06-01,1982,6,Million Pounds,3443.0,Pork,Federally Inspected,Red Meat
1982-05-01,1982,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-04-01,1982,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-03-01,1982,3,Million Pounds,3560.0,Pork,Federally Inspected,Red Meat
1982-02-01,1982,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1982-01-01,1982,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1981-12-01,1981,12,Million Pounds,1385.0,Pork,Federally Inspected,Red Meat
1981-11-01,1981,11,Million Pounds,1271.0,Pork,Federally Inspected,Red Meat
1981-10-01,1981,10,Million Pounds,1347.0,Pork,Federally Inspected,Red Meat
1981-09-01,1981,9,Million Pounds,1241.0,Pork,Federally Inspected,Red Meat
1981-08-01,1981,8,Million Pounds,1113.0,Pork,Federally Inspected,Red Meat
1981-07-01,1981,7,Million Pounds,1119.0,Pork,Federally Inspected,Red Meat
1981-06-01,1981,6,Million Pounds,1156.0,Pork,Federally Inspected,Red Meat
1981-05-01,1981,5,Million Pounds,1207.0,Pork,Federally Inspected,Red Meat
1981-04-01,1981,4,Million Pounds,1371.0,Pork,Federally Inspected,Red Meat
1981-03-01,1981,3,Million Pounds,1366.0,Pork,Federally Inspected,Red Meat
1981-02-01,1981,2,Million Pounds,1183.0,Pork,Federally Inspected,Red Meat
1981-01-01,1981,1,Million Pounds,1356.0,Pork,Federally Inspected,Red Meat
1980-12-01,1980,12,Million Pounds,1358.0,Pork,Federally Inspected,Red Meat
1980-11-01,1980,11,Million Pounds,1281.0,Pork,Federally Inspected,Red Meat
1980-10-01,1980,10,Million Pounds,1429.0,Pork,Federally Inspected,Red Meat
1980-09-01,1980,9,Million Pounds,1285.0,Pork,Federally Inspected,Red Meat
1980-08-01,1980,8,Million Pounds,1142.0,Pork,Federally Inspected,Red Meat
1980-07-01,1980,7,Million Pounds,1181.0,Pork,Federally Inspected,Red Meat
1980-06-01,1980,6,Million Pounds,1257.0,Pork,Federally Inspected,Red Meat
1980-05-01,1980,5,Million Pounds,1411.0,Pork,Federally Inspected,Red Meat
1980-04-01,1980,4,Million Pounds,1447.0,Pork,Federally Inspected,Red Meat
1980-03-01,1980,3,Million Pounds,1330.0,Pork,Federally Inspected,Red Meat
1980-02-01,1980,2,Million Pounds,1234.0,Pork,Federally Inspected,Red Meat
1980-01-01,1980,1,Million Pounds,1386.0,Pork,Federally Inspected,Red Meat
1979-12-01,1979,12,Million Pounds,1260.0,Pork,Federally Inspected,Red Meat
1979-11-01,1979,11,Million Pounds,1403.0,Pork,Federally Inspected,Red Meat
1979-10-01,1979,10,Million Pounds,1492.0,Pork,Federally Inspected,Red Meat
1979-09-01,1979,9,Million Pounds,1159.0,Pork,Federally Inspected,Red Meat
1979-08-01,1979,8,Million Pounds,1302.0,Pork,Federally Inspected,Red Meat
1979-07-01,1979,7,Million Pounds,1176.0,Pork,Federally Inspected,Red Meat
1979-06-01,1979,6,Million Pounds,1168.0,Pork,Federally Inspected,Red Meat
1979-05-01,1979,5,Million Pounds,1262.0,Pork,Federally Inspected,Red Meat
1979-04-01,1979,4,Million Pounds,1191.0,Pork,Federally Inspected,Red Meat
1979-03-01,1979,3,Million Pounds,1203.0,Pork,Federally Inspected,Red Meat
1979-02-01,1979,2,Million Pounds,958.0,Pork,Federally Inspected,Red Meat
1979-01-01,1979,1,Million Pounds,1094.0,Pork,Federally Inspected,Red Meat
1978-12-01,1978,12,Million Pounds,1072.0,Pork,Federally Inspected,Red Meat
1978-11-01,1978,11,Million Pounds,1185.0,Pork,Federally Inspected,Red Meat
1978-10-01,1978,10,Million Pounds,1133.0,Pork,Federally Inspected,Red Meat
1978-09-01,1978,9,Million Pounds,1057.0,Pork,Federally Inspected,Red Meat
1978-08-01,1978,8,Million Pounds,1060.0,Pork,Federally Inspected,Red Meat
1978-07-01,1978,7,Million Pounds,926.0,Pork,Federally Inspected,Red Meat
1978-06-01,1978,6,Million Pounds,1007.0,Pork,Federally Inspected,Red Meat
1978-05-01,1978,5,Million Pounds,1083.0,Pork,Federally Inspected,Red Meat
1978-04-01,1978,4,Million Pounds,1053.0,Pork,Federally Inspected,Red Meat
1978-03-01,1978,3,Million Pounds,1135.0,Pork,Federally Inspected,Red Meat
1978-02-01,1978,2,Million Pounds,972.0,Pork,Federally Inspected,Red Meat
1978-01-01,1978,1,Million Pounds,1006.0,Pork,Federally Inspected,Red Meat
1977-12-01,1977,12,Million Pounds,1053.0,Pork,Federally Inspected,Red Meat
1977-11-01,1977,11,Million Pounds,1189.0,Pork,Federally Inspected,Red Meat
1977-10-01,1977,10,Million Pounds,1107.0,Pork,Federally Inspected,Red Meat
1977-09-01,1977,9,Million Pounds,1090.0,Pork,Federally Inspected,Red Meat
1977-08-01,1977,8,Million Pounds,1033.0,Pork,Federally Inspected,Red Meat
1977-07-01,1977,7,Million Pounds,835.0,Pork,Federally Inspected,Red Meat
1977-06-01,1977,6,Million Pounds,980.0,Pork,Federally Inspected,Red Meat
1977-05-01,1977,5,Million Pounds,1003.0,Pork,Federally Inspected,Red Meat
1977-04-01,1977,4,Million Pounds,1077.0,Pork,Federally Inspected,Red Meat
1977-03-01,1977,3,Million Pounds,1206.0,Pork,Federally Inspected,Red Meat
1977-02-01,1977,2,Million Pounds,968.0,Pork,Federally Inspected,Red Meat
1977-01-01,1977,1,Million Pounds,977.0,Pork,Federally Inspected,Red Meat
1976-12-01,1976,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-11-01,1976,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-10-01,1976,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-09-01,1976,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-08-01,1976,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-07-01,1976,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-06-01,1976,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-05-01,1976,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-04-01,1976,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-03-01,1976,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-02-01,1976,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1976-01-01,1976,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-12-01,1975,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-11-01,1975,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-10-01,1975,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-09-01,1975,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-08-01,1975,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-07-01,1975,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-06-01,1975,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-05-01,1975,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-04-01,1975,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-03-01,1975,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-02-01,1975,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1975-01-01,1975,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-12-01,1974,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-11-01,1974,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-10-01,1974,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-09-01,1974,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-08-01,1974,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-07-01,1974,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-06-01,1974,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-05-01,1974,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-04-01,1974,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-03-01,1974,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-02-01,1974,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1974-01-01,1974,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-12-01,1973,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-11-01,1973,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-10-01,1973,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-09-01,1973,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-08-01,1973,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-07-01,1973,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-06-01,1973,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-05-01,1973,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-04-01,1973,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-03-01,1973,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-02-01,1973,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1973-01-01,1973,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-12-01,1972,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-11-01,1972,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-10-01,1972,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-09-01,1972,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-08-01,1972,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-07-01,1972,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-06-01,1972,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-05-01,1972,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-04-01,1972,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-03-01,1972,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-02-01,1972,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1972-01-01,1972,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-12-01,1971,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-11-01,1971,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-10-01,1971,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-09-01,1971,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-08-01,1971,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-07-01,1971,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-06-01,1971,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-05-01,1971,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-04-01,1971,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-03-01,1971,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-02-01,1971,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1971-01-01,1971,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-12-01,1970,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-11-01,1970,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-10-01,1970,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-09-01,1970,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-08-01,1970,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-07-01,1970,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-06-01,1970,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-05-01,1970,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-04-01,1970,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-03-01,1970,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-02-01,1970,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1970-01-01,1970,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-12-01,1969,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-11-01,1969,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-10-01,1969,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-09-01,1969,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-08-01,1969,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-07-01,1969,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-06-01,1969,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-05-01,1969,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-04-01,1969,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-03-01,1969,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-02-01,1969,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1969-01-01,1969,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-12-01,1968,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-11-01,1968,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-10-01,1968,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-09-01,1968,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-08-01,1968,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-07-01,1968,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-06-01,1968,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-05-01,1968,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-04-01,1968,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-03-01,1968,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-02-01,1968,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1968-01-01,1968,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-12-01,1967,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-11-01,1967,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-10-01,1967,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-09-01,1967,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-08-01,1967,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-07-01,1967,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-06-01,1967,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-05-01,1967,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-04-01,1967,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-03-01,1967,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-02-01,1967,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1967-01-01,1967,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-12-01,1966,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-11-01,1966,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-10-01,1966,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-09-01,1966,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-08-01,1966,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-07-01,1966,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-06-01,1966,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-05-01,1966,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-04-01,1966,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-03-01,1966,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-02-01,1966,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1966-01-01,1966,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-12-01,1965,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-11-01,1965,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-10-01,1965,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-09-01,1965,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-08-01,1965,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-07-01,1965,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-06-01,1965,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-05-01,1965,5,Million Pounds,,Pork,Federally Inspected,Red Meat
